Date;Video time;Individual;Egg/Chick underneath (Y/N);Sun/Shade/Both;Temp;Panting;Raised shoulders;Orientation towards sun;All;Comments;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;21:00:00;2;Y;Sun;35;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;21:00:00;3;Y;Sun;35;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;21:00:00;4;Y;Sun;35;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;21:00:00;5;Y;Sun;35;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;21:00:00;6;Y;Sun;35;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;21:00:00;7;N;Sun;35;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;21:00:00;8;Y;Sun;35;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;21:00:00;9;N;Sun;35;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;20:56:00;1;Y;Sun;35,9;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;20:56:00;2;Y;Sun;35,9;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;20:56:00;3;Y;Sun;35,9;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;20:56:00;4;N;Sun;35,9;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;20:56:00;5;Y;Sun;35,9;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;20:56:00;6;Y;Sun;35,9;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;20:56:00;7;Y;Sun;35,9;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;20:56:00;8;N;Sun;35,9;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;20:56:00;9;Y;Sun;35,9;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;16:14:00;1;N;Sun;36,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;16:14:00;2;Y;Both;36,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;16:14:00;3;Y;Both;36,3;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;16:14:00;4;Y;Sun;36,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;16:14:00;5;Y;Sun;36,3;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;16:14:00;6;Y;Sun;36,3;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;16:14:00;7;Y;Sun;36,3;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;16:14:00;8;Y;Sun;36,3;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.20;17:26:00;1;N;Sun;36,8;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.20;17:26:00;2;Y;Both;36,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.20;17:26:00;3;Y;Both;36,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.20;17:26:00;4;Y;Sun;36,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.20;17:26:00;5;N;Sun;36,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.20;17:26:00;6;Y;Sun;36,8;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.20;17:26:00;7;Y;Sun;36,8;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.20;17:26:00;8;Y;Sun;36,8;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;18:44:00;1;Y;Both;38;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;18:44:00;2;Y;Sun;38;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;18:44:00;3;N;Sun;38;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;18:44:00;4;Y;Sun;38;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;18:44:00;5;Y;Sun;38;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;18:44:00;6;Y;Sun;38;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;18:44:00;7;Y;Sun;38;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;18:44:00;8;N;Sun;38;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;18:44:00;9;Y;Sun;38;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;17:52:00;1;Y;Both;38,6;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;17:52:00;2;Y;Both;38,6;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;17:52:00;3;Y;Sun;38,6;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;17:52:00;4;Y;Sun;38,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;17:52:00;5;Y;Sun;38,6;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;17:52:00;6;Y;Sun;38,6;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;17:52:00;7;N;Sun;38,6;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.20;17:52:00;8;Y;Sun;38,6;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.20;18:54:00;1;Y;Both;38,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.20;18:54:00;2;N;Sun;38,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.20;18:54:00;3;Y;Sun;38,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.20;18:54:00;4;Y;Sun;38,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.20;18:54:00;5;N;Sun;38,4;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.20;18:54:00;6;Y;Sun;38,4;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.20;18:54:00;7;Y;Sun;38,4;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.20;18:54:00;8;Y;Sun;38,4;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.20;18:54:00;9;Y;Sun;38,4;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;18:52:00;1;N;Sun;39,3;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;18:52:00;2;Y;Both;39,3;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;18:52:00;3;Y;Sun;39,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;18:52:00;4;N;Sun;39,3;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;18:52:00;5;Y;Sun;39,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;18:52:00;6;N;Sun;39,3;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;18:52:00;7;Y;Sun;39,3;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;18:52:00;8;Y;Sun;39,3;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;18:52:00;9;Y;Sun;39,3;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;18:52:00;10;Y;Sun;39,3;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;10:48:00;1;Y;Shade;20,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;10:48:00;2;Y;Shade;20,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;10:48:00;3;Y;Shade;20,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;10:48:00;4;N;Shade;20,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;10:48:00;5;N;Shade;20,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;10:48:00;6;Y;Shade;20,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;10:48:00;7;Y;Shade;20,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;10:48:00;8;Y;Shade;20,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;10:48:00;9;N;Shade;20,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;10:48:00;10;Y;Shade;20,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;11:10:00;1;N;Shade;21;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;11:10:00;2;Y;Shade;21;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;11:10:00;3;Y;Shade;21;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;11:10:00;4;Y;Shade;21;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;11:10:00;5;Y;Shade;21;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;11:10:00;6;N;Shade;21;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;11:10:00;7;Y;Shade;21;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;11:10:00;8;Y;Shade;21;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
25.06.20;11:10:00;9;Y;Shade;21;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.20;13:04:00;1;Y;Shade;21,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.20;13:04:00;2;Y;Shade;21,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.20;13:04:00;3;Y;Shade;21,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.20;13:04:00;4;N;Shade;21,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.20;13:04:00;5;Y;Shade;21,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.20;13:04:00;6;Y;Shade;21,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.20;13:04:00;7;Y;Shade;21,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.20;13:04:00;8;Y;Shade;21,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;06:46:00;1;Y;Shade;21,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;06:46:00;2;Y;Shade;21,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;06:46:00;3;Y;Shade;21,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;06:46:00;4;N;Shade;21,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;06:46:00;5;N;Shade;21,4;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;06:46:00;6;Y;Shade;21,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;22:08:00;1;Y;Shade;21,4;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;22:08:00;2;Y;Shade;21,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;22:08:00;3;Y;Shade;21,4;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;22:08:00;4;N;Shade;21,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;22:08:00;5;N;Shade;21,4;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;22:08:00;6;N;Shade;21,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;22:08:00;7;N;Shade;21,4;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;22:08:00;8;N;Shade;21,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;22:08:00;9;N;Shade;21,4;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;22:08:00;10;Y;Shade;21,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;1;N;Shade;21,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;2;Y;Shade;21,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;3;Y;Shade;21,5;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;4;Y;Shade;21,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;5;N;Shade;21,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;6;N;Shade;21,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;7;N;Shade;21,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;8;Y;Shade;21,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;9;Y;Shade;21,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;10;N;Shade;21,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;11;Y;Shade;21,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;07:34:00;12;N;Shade;21,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;20:44:00;1;Y;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;20:44:00;2;Y;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;20:44:00;3;Y;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;20:44:00;4;Y;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;20:44:00;5;Y;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;20:44:00;6;N;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;20:44:00;7;Y;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;20:44:00;8;Y;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;21:40:00;1;Y;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;21:40:00;2;Y;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;21:40:00;3;N;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;21:40:00;4;Y;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;21:40:00;5;N;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;21:40:00;6;N;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;21:40:00;7;N;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;21:40:00;8;N;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;21:40:00;9;N;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;21:40:00;10;Y;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.20;21:40:00;11;N;Shade;21,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;20:50:00;1;Y;Sun;22;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;20:50:00;2;Y;Sun;22;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;20:50:00;3;Y;Sun;22;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;20:50:00;4;N;Sun;22;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;20:50:00;5;N;Sun;22;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;20:50:00;6;Y;Sun;22;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;20:50:00;7;N;Sun;22;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;20:50:00;8;N;Sun;22;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;20:50:00;9;Y;Sun;22;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;20:50:00;10;Y;Sun;22;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;15:22:00;1;Y;Both;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;15:22:00;2;Y;Both;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;15:22:00;3;Y;Both;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;15:22:00;4;N;Sun;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;15:22:00;5;Y;Both;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;15:22:00;6;N;Sun;22,6;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;15:22:00;7;N;Both;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;15:22:00;8;Y;Both;22,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.20;15:22:00;9;Y;Sun;22,6;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.20;16:06:00;1;Y;Both;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.20;16:06:00;2;Y;Both;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.20;16:06:00;3;N;Sun;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.20;16:06:00;4;Y;Sun;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.20;16:06:00;5;Y;Sun;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.20;16:06:00;6;N;Sun;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.20;16:06:00;7;Y;Sun;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.20;16:06:00;8;Y;Sun;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.20;16:06:00;9;Y;Sun;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.20;12:44:00;1;N;Shade;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.20;12:44:00;2;Y;Shade;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.20;12:44:00;3;Y;Shade;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.20;12:44:00;4;N;Shade;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.20;12:44:00;5;Y;Shade;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.20;12:44:00;6;Y;Shade;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.20;12:44:00;7;N;Shade;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.20;12:44:00;8;Y;Shade;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.20;12:44:00;9;Y;Shade;24,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;14:58:00;1;Y;Shade;27,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;14:58:00;2;Y;Sun;27,2;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;14:58:00;3;Y;Both;27,2;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;14:58:00;4;N;Shade;27,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;14:58:00;5;Y;Shade;27,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;14:58:00;6;N;Both;27,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;14:58:00;7;Y;Shade;27,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;14:58:00;8;N;Both;27,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.20;14:58:00;9;Y;Sun;27,2;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.20;05:24:00;1;Y;Shade;15,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.20;05:24:00;2;N;Shade;15,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.20;05:24:00;3;N;Shade;15,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.20;05:24:00;4;Y;Shade;15,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.20;05:24:00;5;Y;Shade;15,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.20;05:24:00;6;N;Shade;15,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.20;05:24:00;7;Y;Shade;15,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.20;05:24:00;8;Y;Shade;15,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.20;05:24:00;9;Y;Shade;15,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.20;05:24:00;10;N;Shade;15,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.20;05:24:00;11;Y;Shade;15,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;1;Y;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;2;N;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;3;Y;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;4;Y;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;5;N;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;6;Y;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;7;N;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;8;N;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;9;Y;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;10;Y;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;11;N;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.20;05:50:00;12;Y;Shade;15,6;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.20;22:02:00;1;Y;Shade;16,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.20;22:02:00;2;Y;Shade;16,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.20;22:02:00;3;Y;Shade;16,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.20;22:02:00;4;N;Shade;16,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.20;22:02:00;5;Y;Shade;16,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.20;22:02:00;6;Y;Shade;16,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.20;22:02:00;7;Y;Shade;16,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
18.06.20;22:02:00;8;Y;Shade;16,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.20;08:58:00;1;Y;Shade;17,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.20;08:58:00;2;Y;Shade;17,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.20;08:58:00;3;Y;Shade;17,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.20;08:58:00;4;N;Shade;17,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.20;08:58:00;5;Y;Shade;17,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
