PairID;BrAttempt;EggDate;HatchDate;ChickGoneDate;EggLossDate;FailureCause;BreedSucc;EggPosX;EggPosY;EggExact;HatchExact;FledgeExact;ChickMinAge;Comment
Triangle-5-2019-2;1;2019-06-02;2019-07-05;2019-07-12;;;0;160;Middle;1;1;NA;NA;U borta 12/7, ej flygg
Farallon-2-2019-2;1;2019-06-04;;;2019-06-12;;0;136;Inner;1;NA;NA;NA;Ä1 förlorat 12/6
Bonden-4-2019-4;2;2019-06-08;2019-07-13;2019-07-29;;;1;NA;NA;1;2;1;16;
Triangle-3-2019-1;2;2019-06-13;;;2019-07-09;;0;NA;NA;1;NA;NA;NA;Ä2 förlorat 9/7
Farallon-3-2019-3;2;2019-06-13;;;2019-07-07;Human disturbance;0;NA;NA;1;NA;NA;NA;EJ MED I BERÄKNINGARNA pga störning. Ä2 förlorat 7/7, info från kamera: skrämdes bort av N.N. forskare 11:13. Ägget togs av gråtrut 11:23
Bonden-1-2020-1;1;2020-05-13;2020-06-14;2020-07-09;;;1;249;Inner;1;1;1;25;
Rost-5-2020-1;1;2020-05-14;;;;;1;170;Inner;1;NA;NA;NA;Ä1 förlorat 15/5 2020 Enligt anteckningar har paret tidvis haft 3 ad, ADB984 + ACF924, men även ACD237 som egentligen hör till par Röst-5-2020-2
Rost-2-2020-1;1;2020-05-16;2020-06-18;2020-07-11;;;1;118;Inner;1;1;1;23;
Rost-3-2020-1;1;2020-05-16;2020-06-19;2020-07-10;;;1;136;Inner;1;1;1;21;
Rost-3-2020-2;1;2020-05-16;;;2020-06-08;;0;100;Inner;1;NA;NA;NA;Ä1 förlorat 8/6 2020
Rost-2-2020-2;1;2020-05-17;2020-06-25;2020-07-11;;;1;155 ->  134;Inner;1;1;1;17;U trillade ner vid ringmärkning 7/7, tillbaka på kvällen 8/7
Bonden-2-2020-1;1;2020-05-18;2020-06-20;2020-07-10;;;1;249;Inner;1;1;1;20;
Bonden-4-2020-1;1;2020-05-18;2020-06-20;2020-07-10;;;1;120;Outer;1;1;1;20;
Bonden-5-2020-1;1;2020-05-18;2020-06-21;2020-07-10;;;1;117;Inner;1;1;1;19;
Bonden-5-2020-2;1;2020-05-18;2020-06-20;2020-07-11;;;1;100;Inner;1;1;1;21;
Bonden-6-2020-1;1;2020-05-18;2020-06-22;2020-07-13;;;1;169;Inner;1;1;1;21;
Farallon-1-2020-1;1;2020-05-18;2020-06-19;2020-07-09;;;1;240;Inner;1;1;1;20;
Farallon-1-2020-2;1;2020-05-18;2020-06-21;2020-07-13;;;1;100;Inner;1;1;1;22;
Farallon-3-2020-1;1;2020-05-18;2020-06-20;2020-07-11;;;1;249 -> 170;Inner;1;1;1;21;
Triangle-2-2020-1;1;2020-05-18;;;;;1;NA;NA;1;NA;NA;NA;Ä1 förlorat 19/5 2020
Bonden-4-2020-2;1;2020-05-19;;;2020-06-08;;NA;177;Inner;1;NA;NA;NA;EJ MED I BERÄKNINGARNA. Ä1 förlorat 8/6 2020.
Bonden-6-2020-2;1;2020-05-19;2020-06-21;2020-07-10;;;1;180;Inner;1;1;1;19;
Farallon-3-2020-2;1;2020-05-19;2020-06-20;2020-07-10;;;1;100;Inner;1;1;1;20;
Farallon-5-2020-1;1;2020-05-19;;;2020-06-05;;0;228;Inner;1;NA;NA;NA;Ä1 förlorat 5/6 2020
Farallon-5-2020-2;1;2020-05-19;;;2020-06-01;;0;238;Inner;1;NA;NA;NA;Ä1 förlorat 1/6 2020
Rost-3-2020-3;1;2020-05-19;2020-06-18;2020-07-08;;;1;138;Inner;1;1;1;20;
Rost-3-2020-4;1;2020-05-19;2020-06-22;2020-07-11;;;1;166;Inner;1;1;1;19;
Triangle-1-2020-1;1;2020-05-19;;;2020-05-20;;NA;231 -> 247;Outer;1;NA;NA;NA;EJ MED I BERÄKNINGARNA. Ä1 förlorat 20/5 2020. U fortf ej flygg samt för ung vid studieslut 20/7.
Triangle-3-2020-1;1;2020-05-19;2020-06-21;2020-07-10;;;1;251;Inner;1;1;1;19;
Bonden-3-2020-1;1;2020-05-20;2020-06-22;2020-07-11;;;1;100;Inner;1;1;1;19;
Bonden-5-2020-3;1;2020-05-20;2020-06-22;2020-07-13;;;1;154 -> 142;Inner;1;1;1;21;
Farallon-1-2020-3;1;2020-05-20;2020-06-20;2020-07-11;;;1;208;Inner;1;1;1;21;
Farallon-4-2020-1;1;2020-05-20;2020-06-22;2020-07-14;;;1;178;Inner;1;1;1;22;
Rost-2-2020-3;1;2020-05-20;2020-06-23;2020-07-13;;;1;100;Inner;1;1;1;20;
Rost-3-2020-5;1;2020-05-20;2020-06-22;2020-07-13;;;1;122;Inner;1;1;1;21;
Triangle-1-2020-2;1;2020-05-20;;;2020-05-27;;0;188 -> 202;Outer;1;NA;NA;NA;Ä1 förlorat 27/5.
Triangle-2-2020-2;1;2020-05-20;2020-06-22;2020-07-15;;;1;145;Inner;1;1;1;24;
Triangle-4-2020-1;1;2020-05-20;;;2020-05-23;;0;251;Outer;1;NA;NA;NA;Ä1 förlorat 23/5 2020
Bonden-4-2020-3;1;2020-05-21;2020-06-24;2020-07-14;;;1;100;Inner;1;1;1;20;
Triangle-2-2020-3;1;2020-05-21;2020-06-24;2020-07-11;;;1;168- > 160;Inner;1;1;1;16;
Farallon-2-2020-1;1;2020-05-22;2020-06-24;2020-07-13;;;1;104;Inner;1;1;1;19;
Farallon-3-2020-3;1;2020-05-22;2020-06-23;2020-07-11;;;1;108;Inner;1;1;1;18;
Rost-2-2020-4;1;2020-05-23;;;2020-06-24;;0;170;NA;1;NA;NA;NA;Ä1 förlorat 24/6 2020
Farallon-3-2020-4;1;2020-05-24;2020-06-26;2020-06-28;;;0;223 -> 200;Inner;1;1;NA;NA;U förlorad 28/6 2020
Farallon-3-2020-5;1;2020-05-24;2020-06-26;2020-07-14;;;1;133;Inner;1;1;1;18;
Rost-5-2020-2;1;2020-05-24;2020-06-25;2020-07-15;;;1;135;Outer;1;1;1;20;
Farallon-6-2020-1;1;2020-05-25;2020-06-28;2020-07-17;;;1;249;Outer;1;1;1;19;
Rost-2-2020-5;1;2020-05-25;2020-06-20;2020-07-07;;Human disturbance;NA;152;Inner;1;1;NA;NA;EJ MED I BERÄKNINGARNA. U lämnade hyllan vid ringmärkning  av ungar 7/7 2020.
Rost-6-2020-1;1;2020-05-25;2020-06-27;2020-07-16;;;1;100;Inner;1;1;1;19;
Triangle-5-2020-1;1;2020-05-25;2020-06-27;2020-06-28;;;0;242;Inner;1;1;NA;NA;U förlorad 28/6 2020
Bonden-5-2020-4;1;2020-05-26;;;2020-07-08;Human disturbance;NA;132;Inner;1;NA;NA;NA;EJ MED I BERÄKNINGARNA Ä1 förlorat 8/7 2020 vid ringmärkning i hyllan, såg ev dåligt ut redan innan.
Bonden-6-2020-3;1;2020-05-27;2020-06-30;2020-07-14;;;0;102;Inner;1;1;1;14;
Farallon-2-2020-2;1;2020-05-27;2020-06-28;2020-07-16;;;1;245;Inner;1;1;1;18;
Farallon-4-2020-2;1;2020-05-27;;;2020-06-27;;0;197;Outer;1;NA;NA;NA;Ä/U förlorat vid kläckning 27/6, skal av men hinna kvar
Triangle-2-2020-4;1;2020-05-27;2020-06-28;2020-07-15;;;1;251;Inner;1;1;1;17;
Triangle-2-2020-5;1;2020-05-27;;;2020-05-29;;0;117;Inner;1;NA;NA;NA;Ä1 förlorat 29/5
Rost-5-2020-1;2;2020-05-28;2020-06-30;2020-07-17;;;1;170;Inner;1;NA;NA;17;Ä1 förlorat 15/5 2020. Enligt anteckningar har paret tidvis haft 3 ad, ADB984 + ACF924, men även ACD237 som egentligen hör till par Röst-5-2020-2
Bonden-4-2020-4;1;2020-05-29;;;2020-07-17;;0;148;Inner;1;NA;NA;NA;Ä1 förlorat 17/7 2020
Farallon-1-2020-4;1;2020-05-29;2020-06-29;2020-07-17;;;1;153;Inner;1;1;1;18;
Farallon-3-2020-6;1;2020-05-29;;;2020-06-26;;0;178;Inner;1;NA;NA;NA;Ä1 förlorat 26/6 2020
Farallon-4-2020-3;1;2020-05-29;2020-07-03;2020-07-20;;;1;100;Outer;1;1;1;17;
Triangle-1-2020-3;1;2020-05-29;;;2020-06-28;;0;161;Inner;1;NA;NA;NA;Ä1 förlorat 28/6 2020
Farallon-5-2020-3;1;2020-06-01;;;2020-06-28;;0;178;Inner;1;NA;NA;NA;Ä1 förlorat 28/6 2020
Triangle-3-2020-2;1;2020-06-02;;;2020-06-27;;0;184;Inner;1;NA;NA;NA;Ä1 förlorat 27/6 2020
Triangle-2-2020-1;2;2020-06-02;2020-07-04;2020-07-20;;;1;NA;NA;1;NA;NA;16;
Rost-3-2020-6;1;2020-06-03;;;2020-07-14;;0;182;Outer;1;NA;NA;NA;Ä1 förlorat 14/7 2020
Rost-6-2020-2;1;2020-06-04;;;2020-06-21;;0;123;Inner;1;NA;NA;NA;Ä1 förlorat 21/6 2020
Triangle-1-2020-1;2;2020-06-05;2020-07-07;;;;NA;231 -> 247;Outer;1;NA;NA;NA;EJ MED I BERÄKNINGARNA. U fortf ej flygg samt för ung vid studieslut 20/7.
Triangle-1-2020-2;2;2020-06-05;;;2020-07-16;;0;188 -> 202;Outer;1;NA;NA;NA;Ä1 förlorat 27/5. Ä2 förlorat16/7 2020, i samband med kläckning.
Triangle-4-2020-1;2;2020-06-05;;;2020-06-06;;0;251;Outer;1;NA;NA;NA;Ä2 förlorat 6/6 2020
Farallon-4-2020-4;1;2020-06-06;;;2020-06-20;;0;NA;NA;1;NA;NA;NA;Ä1 förlorat 20/6 2020
Bonden-6-2020-4;1;2020-06-08;;;2020-07-08;Human disturbance;NA;147 -> 120;Inner;1;NA;NA;NA;EJ MED I BERÄKNINGARNA. Ä1 förlorat 8/7 2020 vid ringmärkning i hyllan.  
Rost-5-2020-4;1;2020-06-08;2020-07-11;2020-07-17;;;0;144;Inner;1;1;NA;NA;U förlorad 17/7 2020
Triangle-2-2020-6;1;2020-06-09;2020-07-13;2020-07-16;;;0;111(?);Inner;1;1;NA;NA;U förlorad 16/7 2020. Kladdigt skriven lapp ang position
Triangle-1-2020-4;1;2020-06-10;2020-07-08;;;;NA;173;Inner;8;1;NA;NA;EJ MED I BERÄKNINGARNA. U fortf ej flygg samt för ung vid studieslut 20/7 2020.
Triangle-3-2020-3;1;2020-06-10;;;2020-06-28;;0;225;Inner;1;NA;NA;NA;Ä1 förlorat 28/6 2020
Triangle-1-2020-5;1;2020-06-14;;;2020-06-16;;0;138;Inner;1;NA;NA;NA;Ä1 förlorat 16/6 2020
Triangle-2-2020-5;2;2020-06-14;;;2020-06-16;;0;117;Inner;1;NA;NA;NA;Ä2 förlorat 16/6 2020
Farallon-3-2020-7;1;2020-06-16;;;2020-06-28;;0;189;Inner;1;NA;NA;NA;Ä1 förlorat 28/6 2020
Bonden-4-2020-2;2;2020-07-01;;;2020-07-17;Human disturbance;NA;177;Inner;1;NA;NA;NA;EJ MED I BERÄKNINGARNA. Ä2 förlorat 17/7 vid ringmärkning av adulta SIGRI.
Bonden-1-2021-1;1;2021-05-07;2021-06-09;2021-07-02;;;1;NA;Inner;1;1;1;23;
Rost-2-2021-1;1;2021-05-10;2021-06-12;;;;;113;Inner;1;1;NA;NA;U förlorad 29 juni
Rost-5-2021-1;1;2021-05-12;;;2021-07-03;No parents present;0;165;Middle;1;NA;NA;NA;Ä1 förlorat 3/7 (utan föräldrar)
Rost-3-2021-1;1;2021-05-13;2021-06-15;2021-07-04;;;1;90;Inner;1;1;1;19;
Rost-3-2021-2;1;2021-05-13;2021-06-15;2021-07-04;;;1;133;Inner;1;1;1;19;
Farallon-3-2021-1;1;2021-05-14;2021-06-15;2021-07-06;;;1;104;Inner;1;1;1;21;
Bonden-5-2021-1;1;2021-05-15;2021-06-17;2021-07-07;;;1;100;Inner;1;1;1;20;
Farallon-1-2021-1;1;2021-05-15;2021-06-17;2021-07-10;;;1;165;Inner;1;1;1;23;
Farallon-3-2021-6;1;2021-05-15;2021-06-21;2021-07-11;;;1;246;Inner;1;1;1;20;
Rost-2-2021-2;1;2021-05-15;2021-06-17;2021-07-06;;;1;155;Inner;1;1;1;19;
Bonden-4-2021-2;1;2021-05-16;2021-06-21;2021-07-09;;;1;104;Middle;1;1;1;18;
Bonden-5-2021-2;1;2021-05-16;2021-06-18;2021-07-05;;;;NA;Inner;1;1;1;NA;
Bonden-6-2021-1;1;2021-05-16;2021-06-18;2021-07-06;;;1;180;Inner;1;1;1;18;
Farallon-1-2021-3;1;2021-05-16;2021-06-19;2021-07-05;;;1;243;Inner;1;1;1;16;
Farallon-2-2021-1;1;2021-05-16;2021-06-17;2021-07-06;;;1;NA;Inner;1;1;1;19;
Farallon-3-2021-2;1;2021-05-16;2021-06-18;2021-07-07;;;1;133;Inner;1;1;1;19;
Rost-3-2021-3;1;2021-05-16;2021-06-17;2021-07-04;;;1;141;Inner;1;1;1;17;
Triangle-2-2021-1;1;2021-05-16;2021-06-18;2021-07-03;;;1;250;Inner;1;1;1;15;
Triangle-2-2021-2;1;2021-05-16;2021-06-20;2021-07-09;;;1;189;Outer;1;1;1;19;
Triangle-3-2021-1;1;2021-05-16;2021-06-18;2021-07-06;;;1;250;Inner;1;1;1;18;
Bonden-4-2021-1;1;2021-05-17;2021-06-18;2021-07-10;;;1;145;Inner;1;1;1;22;
Farallon-1-2021-2;1;2021-05-17;2021-06-19;2021-07-12;;;1;105;Inner;1;1;1;23;
Rost-2-2021-3;1;2021-05-17;;;2021-05-30;;;177;Inner;1;NA;NA;NA;Ä1 förlorat 30/5
Rost-2-2021-4;1;2021-05-17;2021-06-20;2021-07-04;;;;100;Inner;1;1;1;14;
Bonden-2-2021-1;1;2021-05-18;2021-06-19;2021-07-09;;;1;NA;Inner;1;1;1;20;
Farallon-3-2021-3;1;2021-05-18;2021-06-19;2021-07-07;;;1;119;NA;1;1;1;18;
Farallon-3-2021-4;1;2021-05-18;2021-06-21;2021-07-09;;;1;215 -> 230;Inner;1;1;1;18;
Farallon-4-2021-1;1;2021-05-18;2021-06-20;2021-07-12;;;1;102;Inner;1;1;1;22;
Rost-3-2021-4;1;2021-05-18;2021-06-19;2021-07-12;;;1;117;Inner;1;1;1;23;
Rost-5-2021-2;1;2021-05-18;2021-06-19;2021-07-06;;;1;151;Middle;1;1;1;17;
Triangle-2-2021-3;1;2021-05-18;2021-06-20;2021-07-11;;;1;163;Inner;1;1;1;21;
Bonden-3-2021-1;1;2021-05-19;2021-06-19;2021-07-07;;;1;NA;Inner;1;1;1;17;
Farallon-1-2021-4;1;2021-05-19;2021-06-21;2021-07-12;;;1;133;Inner;1;1;1;21;
Farallon-1-2021-5;1;2021-05-19;2021-06-20;2021-07-09;;;1;215;Inner;1;1;1;19;
Farallon-2-2021-2;1;2021-05-19;2021-06-20;2021-07-12;;;1;246;Middle;1;1;1;22;
Farallon-2-2021-3;1;2021-05-19;2021-06-22;2021-07-12;;;1;171;NA;1;1;1;20;
Farallon-4-2021-2;1;2021-05-19;2021-06-20;2021-07-13;;;1;104;Middle;1;1;1;23;
Farallon-5-2021-1;1;2021-05-19;2021-06-22;2021-07-12;;;1;246;NA;1;1;1;20;
Rost-3-2021-5;1;2021-05-19;2021-06-21;2021-07-06;;;1;167;NA;1;1;1;15;
Triangle-1-2021-1;1;2021-05-19;2021-06-21;2021-07-10;;;1;197;Outer;1;1;1;19;
Triangle-2-2021-4;1;2021-05-19;2021-06-21;2021-07-09;;;1;146;Inner;1;1;1;18;
Bonden-4-2021-3;1;2021-05-20;;;2021-07-03;Disturbed during chick ringing;;180;Inner;1;NA;NA;NA;EJ MED I BERÄKNINGARNA Ä1 förlorat 3/7 pga ungmärkning
Bonden-5-2021-3;1;2021-05-20;2021-06-23;;;;;115;Inner;1;1;NA;NA;U förlorad 27/6
Farallon-3-2021-5;1;2021-05-20;;;2021-06-14;;;177;Inner;1;NA;NA;NA;Ä1 förlorat 14/6
Farallon-4-2021-3;1;2021-05-20;;;2021-06-01;;;199;Outer;1;NA;NA;NA;Ä1 förlorat 1 juni 2021
Farallon-4-2021-4;1;2021-05-20;2021-06-23;2021-07-13;;;1;143 -> 121;Inner;1;1;1;20;
Farallon-6-2021-1;1;2021-05-20;2021-06-22;2021-07-12;;;1;246;Outer;1;1;1;20;
Rost-2-2021-5;1;2021-05-20;2021-06-22;2021-07-04;;;0;140 -> 134;Inner;1;1;1;12;
Röst-4-2021-1;1;2021-05-20;2021-06-22;2021-07-12;;;1;120 -> 103;Inner;1;1;1;20;
Triangle-2-2021-5;1;2021-05-20;2021-06-21;2021-07-10;;;1;110;Outer;1;1;1;19;
Bonden-5-2021-4;1;2021-05-21;2021-06-21;2021-07-11;;;1;180;Inner;1;1;1;20;
Bonden-6-2021-2;1;2021-05-21;2021-06-23;2021-07-14;;;1;138;Inner;1;1;1;21;
Farallon-4-2021-5;1;2021-05-21;;;2021-06-17;;;225;Middle;1;NA;NA;NA;Ä1 förlorat 17/6
Rost-5-2021-3;1;2021-05-21;;;2021-05-24;;0;135 -> 121;Inner;1;NA;NA;NA;Ä1 förlorat 24 maj 2021. Ä2 förlorat 6 juli
Triangle-1-2021-2;1;2021-05-21;2021-06-21;2021-07-12;;;1;251;Outer;1;1;1;21;
Triangle-1-2021-3;1;2021-05-21;2021-06-22;2021-07-15;;;1;176;Outer;1;1;1;23;
Bonden-4-2021-4;1;2021-05-22;2021-06-23;2021-07-10;;;1;130;Inner;1;1;1;17;
Bonden-6-2021-3;1;2021-05-22;2021-06-24;2021-07-15;;;1;104;Middle;1;1;1;21;
Bonden-6-2021-4;1;2021-05-22;;;2021-05-28;NA;0;146;Outer;1;NA;NA;NA;Ä1 förlorat 28/5, Ä2 förlorat 26/6
Farallon-2-2021-4;1;2021-05-22;2021-06-25;2021-07-13;;;1;223 -> 235;Inner;1;1;1;18;
Farallon-5-2021-2;1;2021-05-22;2021-06-24;2021-07-13;;;1;142;Inner;1;1;1;19;
Rost-6-2021-1;1;2021-05-22;2021-06-25;2021-07-15;;;1;102;Inner;1;2;1;20;
Triangle-1-2021-4;1;2021-05-22;;;2021-07-08;No parents since july 5;0;120;Middle;1;NA;NA;NA;Ä1 förlorat 8 juli 2021 (utan föräldrar sedan 5 juli)
Triangle-3-2021-2;1;2021-05-22;2021-06-25;2021-07-12;;;1;222;Outer;1;1;1;17;
Triangle-1-2021-6;1;2021-05-25;2021-06-26;2021-07-15;;;1;188;Inner;1;1;1;19;
Triangle-5-2021-1;1;2021-05-25;2021-06-26;2021-07-14;;;1;244;Middle;1;2;1;18;
Farallon-5-2021-3;1;2021-05-26;2021-06-29;;;;;225;Inner;1;1;NA;NA;
Farallon-6-2021-2;1;2021-05-26;2021-06-27;2021-07-14;;;1;220;Inner;1;1;1;17;
Farallon-6-2021-3;1;2021-05-26;2021-06-29;2021-07-15;;;1;201 -> 218;Inner;1;1;1;16;
Rost-6-2021-2;1;2021-05-26;2021-06-29;2021-07-15;;;1;117;Inner;1;1;1;16;
Farallon-6-2021-4;1;2021-05-27;;;2021-06-07;;;146;Outer;1;NA;NA;NA;Ä1 förlorat 7/6
Rost-8A-2021-1;1;2021-05-28;;;;;;NA;NA;1;NA;NA;NA;EJ MED I BERÄKN, fortf på Ä vid studieslut 31 juli (loggerfågel)
Triangle-3-2021-3;1;2021-05-29;;;2021-06-09;;;184;Inner;1;NA;NA;NA;Ä1 förlorat 9/6
Triangle-3-2021-4;1;2021-05-29;;;2021-06-19;;;106;Inner;1;NA;NA;NA;Ä1 förlorat 19/6
Bonden-6-2021-5;1;2021-05-30;2021-07-02;;;;;167;NA;1;1;NA;NA;EJ MED I BERÄKN. U EJ FLYGG VID STUDIESLUT
Triangle-2-2021-6;1;2021-05-30;2021-07-01;;;;;172;NA;1;1;NA;NA;EJ MED I BERÄKN. U ej flygg vid studieslut
Triangle-5-2021-2;1;2021-05-30;;;2021-06-07;;;155;Inner;1;NA;NA;NA;Ä1 förlorat 7 juni 2021
Rost-6-2021-3;1;2021-06-02;;;2021-07-06;;0;157;Inner;1;NA;NA;NA;Ä1 förlorat 6/7
Farallon-3-2021-7;1;2021-06-06;;;2021-06-12;;0;197;Inner;1;NA;NA;NA;Ä1 förlorat 12 juni 2021
Rost-5-2021-3;2;2021-06-11;;;2021-07-06;;;135;Inner;1;NA;NA;NA;
Triangle-1-2021-7;1;2021-06-14;;;2021-07-15;;;NA;Inner;1;NA;NA;NA;Ä1 förlorat 15 juli 2021
Bonden-6-2021-4;2;2021-06-14;;;2021-06-26;;;146;Outer;1;NA;NA;NA;
Triangle-5-2021-3;1;2021-06-17;;;2021-07-14;;;NA;NA;1;NA;NA;NA;Ä1 förlorat 14 juli 2021
Farallon-5-2021-4;1;2021-06-22;;;2021-07-13;;;179;Inner;1;NA;NA;NA;Ä1 förlorat 13 juli
