Ledge;Date;Time;PairNr;Individual;Event;ArrNoFish;FishType;FishSize;DroppedFish;Comments
Farallon_3;2020-07-04;00:00:00;1;F1;Start;;;;;
Farallon_3;2020-07-04;00:00:00;2;F1;Start;;;;;
Farallon_3;2020-07-04;00:00:00;3;F1;Start;;;;;
Farallon_3;2020-07-04;00:00:00;5;F1;Start;;;;;
Farallon_3;2020-07-04;03:06:31;1;F2;Arrival;;Tobis  ;;;
Farallon_3;2020-07-04;03:10:21;1;F2;Takeover;;;;;
Farallon_3;2020-07-04;03:46:17;1;F1;Departure;;;;;
Farallon_3;2020-07-04;04:20:26;5;F2;Arrival;;Clup;2;;
Farallon_3;2020-07-04;04:23:08;5;F2;Takeover;;;;;
Farallon_3;2020-07-04;04:23:44;5;F1;Departure;;;;;
Farallon_3;2020-07-04;04:46:05;2;F2;Arrival;;Clup;3;;
Farallon_3;2020-07-04;04:47:49;2;F2;Takeover;;;;;
Farallon_3;2020-07-04;04:54:13;2;F1;Departure;;;;;
Farallon_3;2020-07-04;05:03:37;5;F1;Arrival;;Clup;4;;
Farallon_3;2020-07-04;05:04:48;5;F1;Departure;;;;;
Farallon_3;2020-07-04;05:27:47;2;F1;Arrival;;Clup;3;;
Farallon_3;2020-07-04;05:31:16;2;F1;Departure;;;;;
Farallon_3;2020-07-04;06:05:46;3;F2;Arrival;x;;;;
Farallon_3;2020-07-04;06:09:04;3;F2;Takeover;;;;;
Farallon_3;2020-07-04;06:10:06;3;F1;Departure;;;;;
Farallon_3;2020-07-04;07:48:08;3;F1;Arrival;;Clup;3;;
Farallon_3;2020-07-04;08:01:24;3;F1;Departure;;;;;
Farallon_3;2020-07-04;08:14:41;3;F1;Arrival;;Clup;4;;
Farallon_3;2020-07-04;08:16:35;3;F1;Departure;;;;;
Farallon_3;2020-07-04;08:48:48;1;F1;Arrival;;Clup;3;;
Farallon_3;2020-07-04;08:51:52;1;F1;Takeover;;;;;
Farallon_3;2020-07-04;08:57:12;1;F2;Departure;;;;;
Farallon_3;2020-07-04;10:13:56;5;F1;Arrival;;Clup;3;;
Farallon_3;2020-07-04;10:21:12;5;F1;Takeover;;;;;
Farallon_3;2020-07-04;10:22:34;5;F2;Departure;;;;;
Farallon_3;2020-07-04;10:35:10;5;F2;Arrival;;Spigg;;;
Farallon_3;2020-07-04;10:37:45;5;F2;Departure;;;;;
Farallon_3;2020-07-04;11:28:20;3;F1;Arrival;;Clup;3;;
Farallon_3;2020-07-04;11:48:42;3;F1;Takeover;;;;;
Farallon_3;2020-07-04;11:49:40;3;F2;Departure;;;;;
Farallon_3;2020-07-04;12:15:28;5;F2;Arrival;;Clup;4;;
Farallon_3;2020-07-04;12:23:24;5;F2;Departure;;;;;
Farallon_3;2020-07-04;12:45:39;5;F2;Arrival;;Clup;3;;
Farallon_3;2020-07-04;12:50:15;5;F2;Departure;;;;;
Farallon_3;2020-07-04;14:21:26;3;F2;Arrival;;Clup;3;;
Farallon_3;2020-07-04;14:21:45;3;F2;Takeover;;;;;
Farallon_3;2020-07-04;14:23:38;3;F1;Departure;;;;;
Farallon_3;2020-07-04;14:50:03;5;F2;Arrival;;Clup;3;;
Farallon_3;2020-07-04;14:51:12;3;F1;Arrival;;Clup;4;;
Farallon_3;2020-07-04;14:55:11;5;F2;Takeover;;;;;
Farallon_3;2020-07-04;14:56:15;5;F1;Departure;;;;;
Farallon_3;2020-07-04;15:03:56;2;F1;Arrival;;Clup;3;;
Farallon_3;2020-07-04;15:04:52;2;F1;Takeover;;;;;
Farallon_3;2020-07-04;15:05:36;2;F2;Departure;;;;;
Farallon_3;2020-07-04;15:06:21;2;F2;Arrival;x;;;;
Farallon_3;2020-07-04;15:08:49;2;F2;Departure;;;;;
Farallon_3;2020-07-04;15:15:21;2;F2;Arrival;x;;;;
Farallon_3;2020-07-04;15:17:45;3;F1;Departure;;;;;
Farallon_3;2020-07-04;15:22:00;2;F2;Takeover;;;;;
Farallon_3;2020-07-04;15:25:07;2;F1;Takeover;;;;;
Farallon_3;2020-07-04;15:45:23;2;F2;Departure;;;;;
Farallon_3;2020-07-04;16:07:04;2;F2;Arrival;;Clup;2;;
Farallon_3;2020-07-04;16:07:17;2;F2;Takeover;;;;;
Farallon_3;2020-07-04;16:12:06;5;F1;Arrival;;Clup;3;;
Farallon_3;2020-07-04;16:14:02;5;F1;Departure;;;;;
Farallon_3;2020-07-04;16:37:45;2;F1;Takeover;;;;;
Farallon_3;2020-07-04;17:07:46;2;F2;Departure;;;;;
Farallon_3;2020-07-04;17:30:49;2;F2;Arrival;;Clup;3;;
Farallon_3;2020-07-04;17:31:06;2;F2;Takeover;;;;;
Farallon_3;2020-07-04;17:55:07;5;F1;Arrival;;Clup;4;;
Farallon_3;2020-07-04;18:02:02;2;F1;Departure;;;;;
Farallon_3;2020-07-04;18:05:54;5;F1;Takeover;;;;;
Farallon_3;2020-07-04;18:09:24;5;F2;Departure;;;;;
Farallon_3;2020-07-04;18:30:05;3;F1;Arrival;;Clup;3;;
Farallon_3;2020-07-04;18:30:10;1;F2;Arrival;;Clup;3;;
Farallon_3;2020-07-04;18:38:56;1;F2;Departure;;;;;
Farallon_3;2020-07-04;18:39:30;3;F1;Takeover;;;;;
Farallon_3;2020-07-04;18:41:03;3;F2;Departure;;;;;
Farallon_3;2020-07-04;18:44:41;3;F2;Arrival;x;;;;
Farallon_3;2020-07-04;18:52:03;3;F2;Departure;;;;;
Farallon_3;2020-07-04;19:12:07;2;F1;Arrival;;Clup;3;;
Farallon_3;2020-07-04;19:18:47;2;F1;Departure;;;;;
Farallon_3;2020-07-04;21:48:02;1;F2;Arrival;;Clup;3;;
Farallon_3;2020-07-04;21:49:25;1;F2;Takeover;;;;;
Farallon_3;2020-07-04;21:59:13;1;F1;Departure;;;;;
